Fiscal Year,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Inbound/Outbound,Count of Seizure Events,Currency Seizures Amount (USD)
2024,MAY,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Other,1,7831.0
2024,MAY,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other,2,1259.0
2024,MAY,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,1,3018.24
2024,MAY,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other,1,1477.0
2024,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,4,80060.0
2024,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,5,24985.0
2024,MAY,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,4,9560.11
2024,MAY,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,2,11600.0
2024,MAY,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,6,12204.0
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Other,2,30712.0
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,5,106646.0
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,12,280570.0
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,2,27502.0
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,1,12000.0
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,1,21455.0
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,2,28735.0
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,NEW ORLEANS FIELD OFFICE,Inbound,1,13390.78
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,2,41351.0
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,9,142374.0
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,1,19776.57
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,2,34524.0
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,1,10000.0
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,3,50335.0
2024,NOV,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Inbound,1,5508.0
2024,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,4,48578.08
2024,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Inbound,1,15141.64
2024,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,1,40079.0
2024,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,11,255804.74
2024,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,3,46027.0
2024,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,10,210729.0
2024,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,26,434087.95
2024,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,5,111750.0
2024,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,11,261097.0
2024,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,5,202438.0
2024,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,20,144736.44
2024,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,6,100291.0
2024,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,1,4116.0
2024,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,7,109603.0
2024,NOV,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,1,17856.0
2024,NOV,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,2,30417.0
2024,NOV,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other,1,2071.0
2024,NOV,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other,1,5204.0
2024,NOV,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,1,2000.0
2024,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,6,99961.13
2024,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,6,15565.0
2024,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,2,5601.0
2024,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,2,14195.0
2024,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,7,44549.0
2024,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,1,57036.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Inbound,1,88492.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Outbound,1,149744.96
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,3,36520.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Other,1,58400.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,3,84005.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,1,11483.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Other,1,30000.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,7,302028.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,4,98571.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,11,233615.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,3,59864.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,8,292612.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,6,178261.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,NEW ORLEANS FIELD OFFICE,Inbound,6,33108.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,3,78588.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,1,34185.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,3,47636.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,1,14105.9
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,3,77231.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,1,13115.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Other,1,23000.0
2024,OCT,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,3,64112.0
2024,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Outbound,1,9244.0
2024,OCT,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,1,32065.0
2024,OCT,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,12,282005.0
2024,OCT,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,4,58577.2
2024,OCT,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,6,79811.0
2024,OCT,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Inbound,1,27148.0
2024,OCT,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Outbound,1,15444.0
2024,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,37,242032.0
2024,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,3,49147.0
2024,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,6,187224.0
2024,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,8,192968.58
2024,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,13,40946.0
2024,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,5,74415.0
2024,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,1,982.0
2024,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,5,52910.0
2024,OCT,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Inbound,1,18200.0
2024,OCT,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,1,11638.0
2024,OCT,U.S. Border Patrol,Central/Coastal/Other,Other,MIAMI SECTOR,Other,1,3000.0
2024,OCT,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,2,7293.0
2024,OCT,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other,2,5295.0
2024,OCT,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,3,28042.0
2024,OCT,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,9,53573.54
2024,OCT,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,5,8667.13
2024,OCT,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,3,68781.0
2024,OCT,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,1,810.0
2024,OCT,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,2,33599.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,2,29154.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,1,21241.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,1,15000.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,4,62494.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,1,29680.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,2,63759.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,1,12375.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,5,360941.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,2,107026.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,NEW ORLEANS FIELD OFFICE,Inbound,1,1.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,1,530.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,1,622.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,3,67810.84
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,3,243787.65
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Other,1,8925.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,3,40083.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Other,1,7443.0
2024,SEP,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Outbound,2,28662.0
2024,SEP,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Inbound,1,3020.0
2024,SEP,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,1,15793.0
2024,SEP,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Outbound,1,11068.0
2024,SEP,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,6,123215.0
2024,SEP,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,2,30999.0
2024,SEP,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,5,78978.0
2024,SEP,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,19,105696.0
2024,SEP,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,1,493.0
2024,SEP,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,6,91092.25
2024,SEP,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other,1,100000.0
2024,SEP,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,6,272639.0
2024,SEP,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,6,20892.0
2024,SEP,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,1,3000.0
2024,SEP,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,6,44986.0
2024,SEP,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Inbound,2,37887.0
2024,SEP,U.S. Border Patrol,Central/Coastal/Other,Other,MIAMI SECTOR,Other,1,9474.0
2024,SEP,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,4,104962.0
2024,SEP,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,9,12594.0
2024,SEP,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other,1,142586.0
2024,SEP,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,1,46700.0
2024,SEP,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other,1,38170.0
2024,SEP,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,2,64465.0
2024,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,6,114596.0
2024,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,6,41044.0
2024,SEP,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,2,21000.0
2024,SEP,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,1,290.0
2024,SEP,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,3,65405.0
2024,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,6,16129.0
2024,SEP,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,4,88350.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Inbound,1,11275.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Outbound,1,3850.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Other,1,25404.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,2,43794.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,1,15906.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,6,115613.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,4,74578.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,3,62562.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,2,499693.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,1,19183.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,2,69.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,7,126168.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,1,12092.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,1,10700.0
2025 (FYTD),DEC,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,3,54190.0
2025 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Outbound,2,66856.23
2025 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,5,198503.01
2025 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other,1,12100.0
2025 (FYTD),DEC,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,6,125125.16
2025 (FYTD),DEC,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other,1,30997.72
2025 (FYTD),DEC,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,1,19515.0
2025 (FYTD),DEC,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,3,44564.0
2025 (FYTD),DEC,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,19,315820.0
2025 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,15,89596.8
2025 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,1,12120.0
2025 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,8,100262.0
2025 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,2,22180.0
2025 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,5,18309.33
2025 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,1,17000.0
2025 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,3,29443.46
2025 (FYTD),DEC,U.S. Border Patrol,Central/Coastal/Other,Other,MIAMI SECTOR,Other,1,276.0
2025 (FYTD),DEC,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,4,227980.0
2025 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,9,20546.0
2025 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,GRAND FORKS SECTOR,Other,1,850.0
2025 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other,1,455.0
2025 (FYTD),DEC,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,1,140.67
2025 (FYTD),DEC,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,1,31700.0
2025 (FYTD),DEC,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,2,2112.0
2025 (FYTD),DEC,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,4,520236.0
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Inbound,1,19929.2
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,1,10968.0
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,2,57765.0
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,1,25581.0
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,1,15293.0
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,7,126405.0
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,3,50772.0
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,2,20159.0
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Other,1,12530.0
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,1,55.0
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,3,30094.0
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,1,12956.0
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,1,13526.79
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,3,88095.0
2025 (FYTD),NOV,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Other,1,200.0
2025 (FYTD),NOV,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Inbound,1,14205.0
2025 (FYTD),NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,1,19384.72
2025 (FYTD),NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Inbound,1,29900.0
2025 (FYTD),NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,4,105190.0
2025 (FYTD),NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,3,49026.0
2025 (FYTD),NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,32,570067.0
2025 (FYTD),NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,22,140215.0
2025 (FYTD),NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,2,21386.0
2025 (FYTD),NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,5,57924.39
2025 (FYTD),NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,4,53471.0
2025 (FYTD),NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,5,25356.02
2025 (FYTD),NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,3,119584.47
2025 (FYTD),NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,1,13987.0
2025 (FYTD),NOV,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Inbound,1,10001.0
2025 (FYTD),NOV,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,2,263580.0
2025 (FYTD),NOV,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,12,33637.0
2025 (FYTD),NOV,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other,1,11280.0
2025 (FYTD),NOV,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,2,1707.8200000000002
2025 (FYTD),NOV,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other,1,100.0
2025 (FYTD),NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,3,9303.45
2025 (FYTD),NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,5,10013.0
2025 (FYTD),NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,3,13942.0
2025 (FYTD),NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,1,20684.0
2025 (FYTD),NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,1,94480.0
2025 (FYTD),NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,2,10093.0
2025 (FYTD),OCT,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Other,1,42000.0
2025 (FYTD),OCT,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,1,14428.0
2025 (FYTD),OCT,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,1,16000.0
2025 (FYTD),OCT,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,1,25665.0
2025 (FYTD),OCT,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,7,107276.0
2025 (FYTD),OCT,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,3,70120.0
2025 (FYTD),OCT,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,6,151629.0
2025 (FYTD),OCT,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,1,375550.0
2025 (FYTD),OCT,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,2,16296.0
2025 (FYTD),OCT,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,1,442.0
2025 (FYTD),OCT,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,2,52634.0
2025 (FYTD),OCT,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,1,48860.0
2025 (FYTD),OCT,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,1,1025.0
2025 (FYTD),OCT,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Outbound,1,12641.0
2025 (FYTD),OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,3,58229.54
2025 (FYTD),OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Outbound,1,11602.0
2025 (FYTD),OCT,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,5,107665.99
